id,unix_utc,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,boost,bonus
1340743,1771002600,2,5,9,11,14,22,23,28,33,34,42,50,55,57,64,66,70,72,73,80,2,64
1340744,1771002900,2,4,14,15,19,21,22,31,36,44,45,46,55,59,61,62,67,68,77,80,1,44
1340745,1771003200,4,5,9,15,16,17,19,21,23,33,36,45,47,50,60,62,63,64,69,70,1,21
1340746,1771003500,3,6,9,28,31,34,38,40,42,46,49,55,56,57,58,60,63,64,74,77,3,9
1340747,1771003800,2,3,5,7,9,21,22,23,25,29,34,36,41,55,58,65,70,72,73,80,1,22
1340748,1771004100,9,12,16,19,26,39,42,47,49,50,52,54,55,59,63,64,68,73,77,78,2,68
1340749,1771004400,2,3,5,6,9,10,15,22,31,32,34,41,46,58,70,71,72,73,76,79,2,79
1340750,1771004700,1,13,26,28,31,32,43,44,53,54,56,58,60,63,70,71,72,73,74,79,1,60
1340751,1771005000,1,3,14,15,18,21,28,31,38,41,45,46,52,53,61,64,67,72,73,78,3,21
1340752,1771005300,2,7,12,13,23,24,27,40,45,46,58,61,63,68,70,73,76,77,79,80,1,13
1340753,1771005600,3,4,7,8,17,18,25,29,31,33,35,38,44,46,47,50,51,63,71,78,1,51
1340754,1771005900,5,6,8,9,15,17,20,23,26,29,30,37,38,48,56,61,62,68,76,79,2,17
1340755,1771006200,1,4,7,10,11,21,25,26,33,45,50,56,59,63,68,69,70,72,74,78,1,21
1340756,1771006500,3,12,16,19,20,21,22,27,30,32,45,48,49,50,53,57,58,62,73,80,1,30
1340757,1771006800,2,6,16,17,19,27,29,30,36,47,49,51,53,54,55,64,65,68,74,79,1,74
1340758,1771007100,3,8,11,12,16,22,23,35,41,45,51,52,55,64,67,68,72,74,75,78,4,23
1340759,1771007400,4,7,8,9,12,18,19,23,27,29,31,32,34,35,40,49,60,69,78,80,3,19
1340760,1771007700,3,6,15,18,19,23,24,26,41,42,49,52,54,58,59,64,66,70,72,76,2,41
1340761,1771008000,1,3,5,9,11,13,26,30,34,36,40,44,60,66,68,70,71,73,77,78,1,9
1340762,1771008300,5,8,9,12,14,19,25,27,34,39,42,43,45,49,55,61,71,72,74,75,1,74
1340763,1771008600,1,9,11,12,18,22,23,25,26,28,33,34,48,60,64,68,70,71,72,80,4,48
1340764,1771008900,5,9,12,15,18,24,25,28,31,32,34,54,56,64,65,66,71,72,74,79,1,72
1340765,1771009200,1,3,4,7,10,11,12,18,21,28,34,36,41,51,55,63,66,69,70,76,4,55
1340766,1771009500,5,7,16,23,25,39,43,45,46,49,51,53,56,61,63,71,72,73,75,77,2,7
1340767,1771009800,2,5,10,11,19,28,29,32,38,45,55,59,60,62,64,65,68,69,73,75,1,55
1340768,1771010100,3,7,13,21,27,28,32,39,42,43,55,56,61,64,67,69,70,74,75,80,1,32
1340769,1771010400,5,9,11,20,26,35,48,51,57,58,62,67,68,69,71,75,76,77,78,79,1,71
1340770,1771010700,5,8,11,13,15,17,26,31,33,34,35,37,42,54,55,69,73,75,78,79,5,34
1340771,1771011000,9,12,14,15,16,17,18,20,27,29,36,42,46,48,50,58,60,64,71,75,2,29
1340772,1771011300,2,3,8,16,23,26,30,35,42,49,50,51,55,57,60,61,70,72,75,77,1,57
1340773,1771011600,1,14,15,18,22,24,26,28,35,38,42,43,44,47,50,55,65,73,74,75,5,47
1340774,1771011900,3,12,14,16,18,21,24,25,32,41,43,44,46,57,59,62,66,68,77,80,2,18
1340775,1771012200,1,7,9,11,17,26,27,37,38,39,41,43,47,48,49,57,71,76,77,79,1,7
1340776,1771012500,2,6,9,13,18,22,26,33,36,37,38,50,53,60,61,63,64,76,77,79,10,64
1340777,1771012800,4,5,11,20,24,25,32,39,41,45,46,47,50,54,57,58,67,69,71,74,2,39
1340778,1771013100,3,9,11,22,23,24,25,33,34,35,38,43,50,53,55,58,61,71,76,78,1,50
1340779,1771013400,2,5,15,19,25,27,29,30,33,37,39,43,45,51,62,66,67,74,75,76,3,29
1340780,1771013700,8,9,10,12,15,19,21,23,24,25,27,28,49,50,51,53,55,67,76,77,1,25
1340781,1771014000,7,8,14,16,22,32,33,34,36,38,44,45,47,51,58,65,68,70,71,78,1,78
1340782,1771014300,1,2,9,17,19,35,37,42,43,45,48,49,53,62,63,65,66,69,71,73,4,48
1340783,1771014600,4,5,12,14,19,24,28,29,32,33,34,41,44,51,55,62,63,66,75,77,3,77
1340784,1771014900,5,14,22,24,26,29,31,40,52,57,60,61,62,65,67,72,73,74,77,80,1,65
1340785,1771015200,12,16,21,23,26,30,32,33,35,36,44,45,47,49,59,71,75,76,77,80,1,36
1340786,1771015500,5,6,9,10,15,22,23,25,30,44,45,46,58,63,69,73,77,78,79,80,1,77
1340787,1771015800,2,3,5,8,9,12,13,16,17,18,34,35,45,49,57,58,59,60,64,77,1,77
1340788,1771016100,3,5,14,15,17,31,39,40,41,42,53,56,60,61,63,65,66,67,68,73,1,65
1340789,1771016400,2,3,8,9,16,22,25,42,45,47,50,52,53,55,59,62,72,74,76,79,1,59
1340790,1771016700,4,8,11,12,14,17,21,24,32,36,43,46,47,50,51,66,69,74,78,80,5,24
1340791,1771017000,1,7,8,15,27,28,31,32,33,36,38,40,43,46,50,52,54,65,73,79,1,15
1340792,1771017300,2,3,4,6,7,10,12,13,14,20,27,28,33,49,55,59,61,63,72,77,3,28
1340793,1771017600,5,6,7,8,13,24,28,30,36,40,41,46,48,51,64,70,73,78,79,80,4,51
1340794,1771017900,3,10,12,13,17,20,22,26,32,37,40,42,43,48,58,59,61,70,75,77,2,26
1340795,1771018200,5,7,16,28,29,30,31,33,40,43,45,46,50,58,66,67,70,71,74,77,1,45
1340796,1771018500,2,4,6,13,22,23,31,33,39,42,43,48,51,57,58,66,70,76,77,79,1,33
1340797,1771018800,2,4,7,10,11,12,20,26,28,41,43,49,51,52,53,60,65,70,71,80,3,28
1340798,1771019100,5,7,22,23,24,27,31,33,35,48,49,55,57,60,63,64,67,78,79,80,1,5
1340799,1771019400,2,3,4,6,7,9,10,12,16,18,19,26,27,45,48,49,50,60,71,78,2,3
1340800,1771019700,1,2,7,14,16,18,20,22,32,34,35,41,42,45,48,52,54,64,67,75,1,42
1340801,1771020000,4,5,7,12,18,19,21,25,27,28,34,36,39,45,47,57,64,68,72,74,1,7
1340802,1771045500,2,4,15,16,18,32,34,35,37,38,39,40,44,47,48,59,63,70,71,75,1,34
1340803,1771045800,3,8,17,20,22,26,27,39,41,42,43,48,56,58,60,65,69,73,74,77,1,73
1340804,1771046100,8,10,15,18,29,30,33,35,36,37,43,48,53,55,61,65,67,75,79,80,1,35
1340805,1771046400,11,17,29,32,33,34,35,38,39,46,50,51,52,55,56,62,68,70,71,75,2,51
1340806,1771046700,2,4,12,16,19,24,26,30,32,33,36,37,42,43,50,51,52,53,58,64,1,58
1340807,1771047000,1,4,14,16,19,20,22,24,25,32,44,47,49,50,51,52,59,61,76,77,1,59
1340808,1771047300,1,7,11,12,23,27,28,33,38,41,44,45,47,50,51,54,56,68,72,73,4,54
1340809,1771047600,2,5,7,16,17,20,24,26,28,32,34,38,43,46,48,66,68,71,76,80,2,76
1340810,1771047900,10,13,14,15,19,27,32,34,36,38,43,46,52,56,60,62,64,73,74,76,3,60
1340811,1771048200,1,7,15,18,19,22,26,30,34,39,40,45,47,53,57,62,65,74,78,80,1,78
1340812,1771048500,1,10,11,12,14,15,19,25,27,31,36,42,49,51,57,63,68,71,72,75,1,42
1340813,1771048800,7,8,15,18,23,26,27,34,38,39,43,48,51,53,54,58,59,63,64,72,1,38
1340814,1771049100,6,7,10,12,13,14,20,21,23,27,39,41,43,45,50,52,63,71,76,79,1,23
1340815,1771049400,4,6,12,15,16,23,24,29,32,36,42,46,48,55,64,66,70,72,73,80,2,6
1340816,1771049700,5,15,23,24,28,36,42,45,46,48,50,52,53,56,57,64,66,68,74,80,2,52
1340817,1771050000,4,7,9,10,11,13,18,20,30,33,35,39,41,43,62,67,71,73,74,79,3,4
1340818,1771050300,4,5,7,16,17,22,23,24,27,28,29,30,33,34,41,42,44,45,69,75,1,5
1340819,1771050600,1,2,5,13,18,19,23,25,39,40,45,49,56,62,63,66,70,72,74,78,1,78
1340820,1771050900,6,9,15,17,18,19,31,32,34,50,52,53,57,58,63,64,66,69,70,77,1,63
1340821,1771051200,5,6,9,10,14,15,17,18,24,26,36,42,44,46,47,53,54,68,74,78,1,24
1340822,1771051500,4,5,7,10,12,18,19,20,27,37,38,42,43,51,54,56,58,62,72,80,2,7
1340823,1771051800,2,4,7,13,16,18,21,23,24,36,43,46,47,48,54,58,67,69,72,76,3,54
1340824,1771052100,3,6,8,14,20,23,26,35,37,39,41,46,48,52,64,66,71,72,74,77,1,37
1340825,1771052400,4,7,23,27,28,30,37,39,41,46,48,59,62,66,68,71,75,76,78,79,1,68
1340826,1771052700,2,3,7,10,14,20,27,33,37,42,47,49,51,52,60,64,65,66,71,77,1,2
1340827,1771053000,1,3,9,13,17,22,27,30,36,37,42,52,58,59,62,71,74,76,78,80,1,22
1340828,1771053300,1,5,8,9,12,18,22,31,33,37,45,47,51,53,55,56,58,62,63,69,3,18
1340829,1771053600,6,10,13,14,18,19,21,30,38,39,40,44,46,49,51,61,65,72,76,78,1,65
1340830,1771053900,3,6,10,16,20,21,32,43,45,47,51,52,56,59,65,66,70,74,76,78,3,59
1340831,1771054200,11,12,14,15,29,30,32,35,36,40,45,46,48,51,60,63,64,69,72,80,2,64
1340832,1771054500,2,3,8,15,22,25,27,29,34,35,38,39,41,51,61,65,70,73,78,80,4,22
1340833,1771054800,4,6,8,9,11,12,16,23,24,25,26,28,32,40,43,50,55,65,69,79,1,25
1340834,1771055100,1,6,11,13,15,17,23,24,32,36,38,40,43,44,47,60,64,70,77,79,3,11
1340835,1771055400,6,8,16,18,21,25,34,38,39,41,46,50,51,53,56,57,67,68,73,80,2,68
1340836,1771055700,4,9,14,15,18,19,24,27,30,33,34,42,46,49,59,68,69,73,78,79,1,18
1340837,1771056000,11,13,15,16,22,27,38,43,46,53,56,58,63,66,67,68,71,72,76,78,1,66
1340838,1771056300,8,11,14,15,18,19,22,25,26,31,36,42,44,49,50,54,57,60,76,78,2,76
1340839,1771056600,1,3,6,9,10,12,15,44,45,46,50,56,57,64,69,71,72,73,75,78,3,69
1340840,1771056900,10,15,19,21,23,26,30,33,36,42,43,46,51,53,59,67,68,74,75,80,1,42
1340841,1771057200,4,10,14,16,19,26,43,46,55,59,64,66,68,70,71,73,76,77,78,80,1,80
1340842,1771057500,1,7,9,16,19,34,40,42,49,51,52,56,57,59,62,66,67,74,77,79,1,67
1340843,1771057800,7,8,14,21,23,24,25,27,30,32,41,47,48,50,53,57,61,70,76,78,1,50
1340844,1771058100,6,8,11,16,21,26,27,29,31,34,36,38,40,43,44,46,55,57,66,69,1,44
1340845,1771058400,5,9,12,13,14,15,18,24,26,36,37,40,42,43,49,54,65,66,71,74,10,13
1340846,1771058700,10,15,16,20,21,24,28,32,38,40,42,43,58,61,63,65,66,70,73,77,1,43
1340847,1771059000,1,2,5,15,23,25,28,33,36,43,47,50,51,52,53,55,60,67,70,73,1,52
1340848,1771059300,4,14,15,16,19,20,24,25,38,40,45,46,47,48,49,56,57,65,69,72,4,49
1340849,1771059600,13,20,22,23,29,30,32,35,39,47,51,52,55,57,59,60,66,68,70,73,3,13
1340850,1771059900,2,4,7,9,12,15,20,29,35,36,39,45,48,49,50,59,60,64,67,79,1,49
1340851,1771060200,6,8,16,23,25,29,30,33,34,43,50,55,60,62,63,65,66,72,78,79,5,33
1340852,1771060500,4,8,13,22,27,37,39,40,41,42,43,58,60,64,65,67,71,73,76,79,1,60
1340853,1771060800,1,4,18,23,30,31,33,35,37,38,44,46,48,59,62,65,69,72,73,75,3,33
1340854,1771061100,1,3,8,11,15,16,22,23,24,37,44,51,55,57,61,65,66,67,73,77,3,11
1340855,1771061400,7,8,13,15,16,17,18,20,23,37,41,46,51,57,59,68,70,72,74,78,1,37
1340856,1771061700,2,3,9,10,13,15,17,32,33,34,35,44,45,47,48,52,59,62,66,75,2,35
1340857,1771062000,1,7,19,22,25,26,31,32,36,37,39,46,50,54,59,63,71,77,79,80,3,25
1340858,1771062300,8,12,13,14,18,19,29,30,37,41,53,54,55,58,60,62,73,77,78,80,1,14
1340859,1771062600,5,9,16,17,22,37,39,40,46,51,56,57,58,59,60,61,67,74,75,77,1,16
1340860,1771062900,1,5,13,14,21,28,30,34,35,41,43,45,51,58,59,60,64,68,72,79,1,43
1340861,1771063200,6,11,17,18,27,30,32,36,39,48,49,51,57,64,65,66,67,68,74,75,1,32
1340862,1771063500,4,6,7,10,13,15,33,35,36,40,44,49,50,56,69,70,72,76,78,80,3,40
1340863,1771063800,4,11,15,24,31,34,37,38,47,51,57,60,62,64,66,67,75,77,79,80,3,79
1340864,1771064100,12,18,20,30,31,39,41,44,48,49,51,54,55,62,68,69,70,73,77,79,4,69
1340865,1771064400,3,4,7,16,18,19,20,21,42,43,48,51,54,60,61,65,67,70,73,76,1,7
1340866,1771064700,10,11,14,16,18,22,28,32,33,35,40,42,46,50,59,62,68,75,76,77,1,50
1340867,1771065000,2,7,8,13,14,15,17,23,26,28,32,33,39,40,42,43,45,47,67,74,3,2
1340868,1771065300,3,8,16,21,26,35,36,37,39,46,47,49,53,54,57,62,66,67,68,75,2,49
1340869,1771065600,2,4,6,8,9,15,26,37,38,40,46,48,53,56,59,60,61,67,74,77,1,4
1340870,1771065900,4,5,11,12,14,16,18,21,26,34,38,44,46,51,54,56,59,61,63,77,3,51
1340871,1771066200,4,5,10,11,17,20,22,23,25,29,31,43,44,46,48,68,69,70,74,75,2,23
1340872,1771066500,5,9,17,24,31,32,33,34,35,39,43,44,49,50,66,67,68,73,77,78,10,5
1340873,1771066800,3,4,15,16,18,19,20,22,27,28,34,39,41,47,49,51,56,60,65,68,2,47
1340874,1771067100,4,7,8,20,22,27,28,29,31,32,36,37,48,60,65,68,72,75,77,78,1,28
1340875,1771067400,2,10,13,16,21,31,33,38,45,48,50,51,54,56,57,60,61,70,72,77,1,48
1340876,1771067700,1,3,4,9,11,12,15,19,31,36,38,46,50,51,55,64,67,71,73,77,2,11
1340877,1771068000,1,3,12,14,16,20,21,23,27,29,43,47,51,55,58,62,63,64,66,77,3,66
1340878,1771068300,2,9,20,22,23,25,27,29,31,35,44,47,48,52,57,61,69,70,71,80,1,48
1340879,1771068600,2,3,4,10,14,16,19,24,27,32,37,40,42,43,50,64,69,71,73,79,1,2
1340880,1771068900,2,4,5,11,14,21,22,27,35,37,46,50,55,56,57,58,60,63,78,80,1,78
1340881,1771069200,7,8,13,16,17,18,33,36,43,44,49,55,57,58,59,60,66,71,74,77,4,60
1340882,1771069500,1,3,4,15,16,26,29,37,38,43,44,51,53,59,61,67,70,73,75,78,2,43
1340883,1771069800,2,3,5,11,13,15,24,35,42,48,50,54,57,60,70,71,72,75,77,79,1,75
1340884,1771070100,3,4,5,12,13,17,19,20,28,29,43,46,50,52,57,63,67,71,74,79,1,12
1340885,1771070400,4,6,14,18,24,25,32,34,36,39,40,42,51,53,59,65,73,75,77,80,2,65
1340886,1771070700,1,7,12,14,17,24,25,26,34,36,42,44,46,49,53,61,65,67,68,78,1,17
1340887,1771071000,12,18,23,25,31,32,40,46,47,54,55,59,62,63,64,65,72,74,76,77,1,46
1340888,1771071300,1,9,10,12,14,15,17,21,24,25,30,46,49,52,56,60,61,63,66,71,1,63
1340889,1771071600,13,18,24,27,34,35,36,39,40,46,48,51,56,58,59,67,73,74,79,80,2,58
1340890,1771071900,4,8,17,20,22,32,42,44,47,49,51,54,59,60,63,64,66,74,79,80,3,49
1340891,1771072200,4,10,15,22,24,28,31,40,46,49,50,52,55,68,71,74,76,77,79,80,2,74
1340892,1771072500,12,14,16,20,25,29,33,34,35,43,50,52,55,57,60,63,69,72,74,78,2,16
1340893,1771072800,1,2,4,8,17,19,20,24,27,33,37,40,41,44,48,53,58,60,75,80,1,27
1340894,1771073100,4,6,14,15,26,27,29,30,33,40,43,44,49,54,55,70,72,76,78,79,2,49
1340895,1771073400,3,5,13,16,17,19,20,22,31,35,37,40,46,49,56,61,67,73,74,80,2,67
1340896,1771073700,8,21,22,24,26,27,31,37,42,44,46,48,49,50,56,63,67,71,74,80,1,80
1340897,1771074000,4,6,9,10,13,22,24,25,34,42,43,48,51,58,63,65,73,74,75,79,4,51
1340898,1771074300,6,7,11,16,18,21,25,28,33,37,42,45,52,61,62,64,65,67,69,73,2,61
1340899,1771074600,1,6,7,9,10,18,21,24,31,38,42,50,52,56,57,70,71,76,78,79,2,79
1340900,1771074900,2,13,15,17,21,25,27,30,33,37,43,47,49,55,60,62,63,65,77,80,1,43
1340901,1771075200,9,18,19,25,27,28,30,39,40,49,50,51,59,60,63,71,73,74,76,78,1,60
1340902,1771075500,11,14,16,17,21,22,29,38,41,50,56,57,60,67,69,72,73,77,78,79,1,21
1340903,1771075800,1,5,8,18,20,21,23,30,31,33,34,44,47,50,51,57,65,66,72,73,1,23
1340904,1771076100,9,10,11,14,17,19,21,26,30,37,38,41,49,59,61,65,69,70,72,78,1,21
1340905,1771076400,2,10,11,12,13,14,19,21,24,31,32,33,34,36,43,46,49,53,62,77,2,21
1340906,1771076700,2,6,13,15,16,20,28,31,47,53,54,56,57,58,59,62,65,69,74,79,4,47
1340907,1771077000,6,10,11,12,13,15,18,20,21,25,30,34,42,44,45,46,51,54,68,70,1,12
1340908,1771077300,5,6,7,20,22,24,30,38,39,42,48,52,55,63,64,65,71,72,74,80,2,63
1340909,1771077600,2,7,8,9,14,17,19,22,25,34,35,41,44,49,50,56,58,73,76,80,1,14
1340910,1771077900,6,10,24,27,29,32,35,38,40,43,47,55,58,59,62,64,67,74,79,80,3,47
1340911,1771078200,1,8,10,11,15,23,25,28,36,37,39,46,52,56,58,61,67,68,77,79,3,68
1340912,1771078500,1,3,4,8,17,26,30,33,39,41,42,43,52,54,58,60,61,69,71,74,3,1
1340913,1771078800,3,4,11,22,23,27,29,30,34,42,43,50,53,58,60,62,65,68,72,75,1,43
1340914,1771079100,2,5,17,21,22,24,25,34,35,36,46,47,51,52,56,57,61,72,73,80,1,25
1340915,1771079400,5,8,11,17,24,26,32,34,36,43,46,47,49,53,56,58,62,66,72,80,1,47
1340916,1771079700,2,4,8,21,28,30,32,38,41,46,48,52,53,55,61,62,64,69,71,73,4,4
1340917,1771080000,3,6,7,16,23,31,33,38,39,42,44,47,49,58,63,68,69,71,75,77,3,31
1340918,1771080300,1,2,3,8,9,11,17,22,31,36,45,56,57,59,60,61,70,71,78,80,1,71
1340919,1771080600,1,9,11,13,14,15,21,22,25,26,31,38,45,46,56,62,63,73,76,77,1,77
1340920,1771080900,1,2,9,10,14,23,24,43,44,45,49,51,52,58,66,68,72,73,76,77,3,23
1340921,1771081200,9,17,23,27,29,30,37,39,47,48,51,52,54,55,60,65,69,73,78,79,1,79
1340922,1771081500,2,6,7,20,21,23,24,32,33,34,44,53,54,57,58,59,74,75,76,78,1,44
1340923,1771081800,1,3,8,12,23,24,25,29,34,41,46,47,58,66,67,73,75,77,78,80,3,66
1340924,1771082100,4,5,12,13,14,16,20,36,40,43,45,47,53,54,55,57,65,68,72,79,3,68
1340925,1771082400,1,2,12,15,16,17,19,27,35,37,47,59,60,61,62,63,67,68,72,74,1,47
1340926,1771082700,1,8,11,16,19,20,29,35,40,52,53,55,57,58,59,63,68,71,73,77,2,55
1340927,1771083000,4,5,8,9,11,14,15,18,24,26,37,39,41,42,45,46,50,61,67,79,1,61
1340928,1771083300,8,18,20,21,23,24,30,33,36,42,43,45,51,61,62,64,66,76,77,78,1,76
1340929,1771083600,1,4,8,10,16,21,24,33,34,37,39,46,47,58,59,65,67,71,72,76,3,59
1340930,1771083900,1,13,14,17,23,25,28,31,32,34,44,49,55,59,62,67,68,70,76,77,1,34
1340931,1771084200,2,6,7,8,19,21,27,30,33,44,47,49,55,58,63,66,68,71,73,77,1,47
1340932,1771084500,2,8,21,24,25,26,28,30,31,33,34,36,47,59,65,66,67,68,74,75,1,21
1340933,1771084800,2,3,10,13,14,15,19,22,26,31,43,48,51,53,61,64,73,76,79,80,1,48
1340934,1771085100,1,3,19,21,25,26,33,38,39,42,45,48,49,54,56,57,58,64,67,73,2,3
1340935,1771085400,1,15,19,20,21,23,25,28,33,37,45,48,52,57,60,61,66,67,69,79,2,67
1340936,1771085700,4,5,9,11,17,26,29,33,49,53,54,56,58,59,60,63,65,69,73,78,1,65
1340937,1771086000,2,3,7,12,13,15,21,24,25,35,43,49,53,56,68,70,73,74,75,77,2,24
1340938,1771086300,4,5,17,18,21,27,30,33,36,41,44,47,50,52,55,56,64,67,69,70,2,47
1340939,1771086600,5,20,21,22,26,32,36,38,39,45,49,50,52,58,67,70,73,75,77,78,2,70
1340940,1771086900,23,24,26,31,32,34,37,38,39,40,43,45,49,51,52,60,62,69,73,76,2,38
1340941,1771087200,5,13,17,20,22,27,28,32,34,35,44,56,57,59,60,69,73,74,76,80,1,76
1340942,1771087500,1,2,13,16,26,29,30,32,33,41,49,53,55,56,58,66,71,73,79,80,1,71
1340943,1771087800,3,7,9,19,23,31,37,39,41,51,52,54,61,62,65,66,69,74,75,80,1,61
1340944,1771088100,2,3,7,12,14,18,25,26,35,41,42,45,46,62,63,69,70,75,78,80,1,12
1340945,1771088400,1,3,7,8,11,25,26,29,31,36,40,53,56,59,64,67,70,74,75,78,1,7
1340946,1771088700,1,2,3,7,9,14,16,17,19,31,37,47,48,51,57,60,71,73,77,80,2,80
1340947,1771089000,4,5,10,17,20,25,29,30,31,46,50,52,55,60,62,67,68,72,73,78,1,50
1340948,1771089300,2,6,15,16,19,20,23,25,27,29,35,44,49,51,55,61,71,72,77,79,2,6
1340949,1771089600,1,2,12,17,18,32,34,38,40,43,48,53,55,66,68,71,73,74,75,79,1,75
1340950,1771089900,1,4,6,7,21,23,27,28,31,33,36,40,41,42,56,59,65,68,70,78,1,56
1340951,1771090200,3,6,8,13,14,26,27,34,36,43,55,59,61,64,65,68,70,73,74,79,1,14
1340952,1771090500,1,16,23,26,34,37,41,43,44,48,49,51,53,55,60,62,63,65,72,79,1,49
1340953,1771090800,1,2,5,8,10,12,13,22,24,32,33,36,40,43,50,55,57,62,66,69,3,62
1340954,1771091100,5,9,15,20,22,27,29,35,37,38,42,45,47,48,49,53,56,61,67,79,1,48
1340955,1771091400,2,8,13,20,25,30,36,38,39,40,44,46,47,49,53,56,66,71,76,80,3,76
1340956,1771091700,6,10,15,19,25,28,32,33,36,38,41,47,58,59,61,65,66,70,75,77,2,32
1340957,1771092000,10,21,22,31,35,36,37,39,43,46,50,53,59,60,65,66,68,70,74,77,1,60
1340958,1771092300,6,8,13,17,18,23,24,33,39,40,43,44,47,56,58,70,71,74,77,78,10,8
1340959,1771092600,4,6,16,20,21,23,25,27,31,43,48,51,52,53,54,55,63,67,69,75,1,23
1340960,1771092900,6,10,12,25,27,28,29,31,37,39,44,48,53,59,60,61,63,68,75,78,2,31
1340961,1771093200,1,4,13,14,16,20,21,25,27,29,38,39,41,42,49,57,60,61,67,78,2,21
1340962,1771093500,2,4,6,9,11,14,18,25,28,29,43,50,52,55,56,58,66,71,78,80,1,18
1340963,1771093800,1,3,14,15,19,40,41,42,43,45,48,53,58,59,66,69,70,72,73,78,1,1
1340964,1771094100,6,7,9,10,12,16,18,28,29,34,45,46,56,57,62,63,64,68,70,73,1,46
1340965,1771094400,12,16,17,25,26,29,32,36,42,45,46,47,50,51,54,59,61,65,69,72,1,51
1340966,1771094700,2,4,6,8,12,15,20,23,25,27,28,33,34,36,44,49,50,52,57,71,2,71
1340967,1771095000,1,4,7,15,17,23,27,28,37,44,50,56,58,59,62,64,68,71,77,78,1,1
1340968,1771095300,1,3,10,13,14,15,19,22,27,29,33,42,50,56,64,65,68,70,75,76,2,10
1340969,1771095600,1,2,3,8,20,22,23,26,33,34,35,39,41,45,46,51,54,61,72,80,5,1
1340970,1771095900,1,6,7,15,19,25,27,28,30,31,33,36,47,49,62,63,68,70,71,80,3,28
1340971,1771096200,3,5,6,10,12,13,15,19,24,26,27,29,31,39,42,51,59,62,70,72,1,10
1340972,1771096500,1,5,11,13,14,20,27,30,35,36,46,47,50,51,52,60,64,68,69,73,2,46
1340973,1771096800,1,3,12,26,29,32,33,34,39,44,45,47,49,50,56,59,63,67,72,74,2,3
1340974,1771097100,1,8,18,21,24,25,29,33,35,36,39,47,53,54,56,60,64,65,71,73,1,18
1340975,1771097400,5,7,17,28,32,34,36,37,41,45,47,51,56,57,58,60,63,66,72,79,4,34
1340976,1771097700,2,3,5,11,17,18,19,20,35,45,47,48,49,56,63,65,68,71,74,75,1,18
1340977,1771098000,3,5,9,16,20,31,36,38,45,46,47,52,54,57,58,66,77,78,79,80,2,47
1340978,1771098300,1,6,8,12,19,25,26,34,40,52,53,56,57,69,72,74,75,77,78,79,2,26
1340979,1771098600,1,2,5,12,15,20,21,22,23,25,31,34,41,42,47,50,54,60,76,79,1,60
1340980,1771098900,3,4,8,13,15,19,20,32,38,43,45,46,50,52,56,60,61,65,68,75,1,8
1340981,1771099200,7,10,12,26,31,34,39,44,54,55,57,58,59,62,64,69,71,74,76,79,1,34
1340982,1771099500,15,20,22,29,31,32,35,36,40,41,42,50,52,56,57,59,60,73,79,80,4,80
1340983,1771099800,4,6,15,24,26,29,31,36,37,42,45,46,48,54,56,59,62,63,71,80,1,26
1340984,1771100100,4,6,7,8,12,25,33,37,45,50,51,53,58,59,62,64,67,68,69,75,2,53
1340985,1771100400,1,2,6,10,13,14,17,26,28,29,45,49,51,52,53,59,66,72,75,78,1,72
1340986,1771100700,2,5,6,7,13,16,17,26,33,49,50,58,59,60,66,73,74,77,78,80,1,33
1340987,1771101000,6,7,9,16,18,19,28,31,35,42,43,45,47,48,49,55,58,65,68,80,1,9
1340988,1771101300,2,9,10,28,31,35,41,43,44,49,51,53,54,55,56,68,71,73,74,77,4,51
1340989,1771101600,2,10,18,21,22,27,36,40,50,54,56,62,64,69,71,73,74,75,76,78,3,78
1340990,1771101900,7,12,16,18,28,33,36,37,41,45,46,53,55,57,60,65,66,73,74,75,1,16
1340991,1771102200,5,11,13,14,21,23,30,31,34,36,39,46,50,51,56,61,65,68,73,74,3,46
1340992,1771102500,3,5,12,13,14,23,27,33,40,51,54,55,59,61,67,69,73,74,76,79,2,55
1340993,1771102800,3,5,8,9,10,14,17,18,24,37,40,43,53,59,64,66,67,68,71,75,2,8
1340994,1771103100,2,5,21,22,35,36,38,41,42,52,53,54,55,62,63,68,72,74,76,79,1,68
1340995,1771103400,1,2,6,8,12,13,14,20,24,29,33,36,40,44,50,52,58,67,72,79,2,33
1340996,1771103700,1,5,6,8,9,11,15,19,20,22,27,30,32,34,38,41,52,55,58,74,1,34
1340997,1771104000,2,4,8,10,16,24,29,30,33,35,42,46,49,52,55,57,67,72,76,79,1,10
1340998,1771104300,1,2,8,9,11,13,20,21,25,27,28,29,30,35,40,50,59,69,75,79,2,8
1340999,1771104600,4,10,12,24,26,27,32,34,39,44,45,48,51,53,55,60,68,69,74,80,1,74
1341000,1771104900,10,14,15,18,19,22,23,24,28,33,39,40,41,47,60,61,62,70,78,79,1,62
1341001,1771105200,8,9,10,12,14,18,28,37,41,53,54,58,60,61,64,66,69,73,75,79,3,79
1341002,1771105500,3,5,13,14,15,17,22,24,25,30,38,39,48,51,55,56,64,66,68,70,1,3
1341003,1771105800,1,2,5,6,8,10,14,16,30,39,42,44,50,55,56,62,64,65,67,72,2,62
1341004,1771106100,12,16,17,19,21,28,36,37,44,45,49,52,55,58,64,66,68,74,77,80,2,36
